學院名稱,課程類別,課程編號,課程名稱,課程大綱,課程講師,課程時數(分鐘),課程狀態,授權日(起),授權日(訖),測驗方式,課程難易度,年度人氣指數,累積人氣指數,選課人數,完成人數
資訊科技學院,二、哈燒職場進修系列,10000628,簡報圖解技巧進階篇 下,"圖解除了使用繪圖工具列來繪製之外，Excel的圖表也是一種很好運用的功能，利用Excel的圖表，我們也可以繪製出一些精彩的圖解簡報。\r\n以及流程圖的繪製，應該也是簡報中很常運用到的，和利用真正的圖片來建立簡報的圖解，也是一種不錯的表現方式。學會簡報圖解技巧進階您就可以將你的想法圖解化，讓您在與人溝通時更加的容易，也可以讓別人更清楚你的想法。
",蘇世榮,60,上架,2008/6/23,2030/12/31,課後,中級,106,6261,163,79
資訊科技學院,二、哈燒職場進修系列,10000629,如何建立一個全新的專案計畫,"本課程主要介紹如何依照專案排程的順序，來建立專案計畫執行內容，將專案資訊依序輸入甘特圖中，包括時程、資源的資訊，過程中會學習到專案管理知識及專案執行基礎觀念，最後完成專案計畫初稿的建立，作為評估專案執行的依據。
",張大明,60,上架,2008/6/23,2030/12/31,課後,中級,93,7683,105,36
資訊科技學院,二、哈燒職場進修系列,10000630,如何建立資源並檢視資源分派的狀況,"本課程主要介紹如何在資源表中建立資源資訊，包括資源名稱、資源類型、最大可用量、成本資訊等，在甘特圖檢視中為任務分派資源，檢視資源分派後的結果，是否有發生資源過度分派的情形，可由資源工作表、資源使用狀況、資源圖表等，來檢視資源分派的情形，也可配合篩選器篩選發生資源過度分派的資源。
",張大明,60,上架,2008/6/23,2030/12/31,課後,高級,24,4393,50,22
資訊科技學院,二、哈燒職場進修系列,10000632,Word 短篇文件編輯,"Word這套電腦文書處理軟體，提供了非常簡易親和的使用者界面，並且簡化了一般的文書編輯工作，讓使用者以最少的時間完成更多的工作。不論是最基本的文件，或是學術研究者所需撰寫的研究報告，到專業性的文件如產品型錄，公文等等，都可利用Word輕鬆製作。本課程將介紹Word的三大主功能，文字編輯、表格設計與圖文整合，使您在學會本課程後得以輕鬆運用Word製作出最適當的文件。
",陳怡文,60,上架,2008/6/23,2030/12/31,課後,中級,167,10179,177,87
資訊科技學院,二、哈燒職場進修系列,10000633,Word企劃書製作,"Word軟體不僅是一套電腦文書處理軟體，更是最簡易上手的排版軟體。不論是最基本的文件，或是學術研究者所需撰寫的研究報告，到專業性的文件如企劃書、公司簡介及產品型錄等等，都可利用Word輕鬆製作。本課程將介紹如何使用Word來製作包含有圖表說明的分析文件，以及安排企劃書的整體版面設計方式，加強您做企劃書的能力。
",陳怡文,60,上架,2008/6/23,2030/12/31,課後,中級,102,9799,105,48
資訊科技學院,二、哈燒職場進修系列,10000645,打造業績龍虎榜,"Excel提供了許多非常實用的函數，運用函數可以協助我們工作報表上的統計、判斷、分析等工作，排行榜是各行各業營運後不可或缺的重要需求，這個課程將介紹設計業績排行榜的流程與各項計算工作。
",張翠玲,60,上架,2008/6/23,2030/12/31,課後,初級,93,4897,143,69
資訊科技學院,二、哈燒職場進修系列,10000646,設定電子郵件帳號開始收發郵件,"一、啟動Outlook，並設定Exchang Server電子郵件帳號
二、啟動Outlook，並設定免費信箱(POP3)電子郵件帳號
三、如何補設免費信箱(POP3)電子郵件帳號
四、如何補設Exchange Server電子郵件帳號
五、如何修改電子郵件帳號的相關設定
六、如何設定外寄郵件伺服器驗証
七、如何刪除電子郵件帳號
八、功能窗格的認識及設定
九、寄出第一封郵件
十、如何接收郵件及閱讀郵件
十一、如何刪除電子郵件",初立德,60,上架,2008/6/23,2030/12/31,課後,初級,58,6384,41,19
資訊科技學院,二、哈燒職場進修系列,10000647,快速學會郵件基本應用,"本課程將介紹電子郵件中收件人、副本、密件副本等的基本認知，並進一步的說明回覆、全部回覆、轉寄及草稿的各種操作，及連絡人的建立及技巧。
",初立德,60,上架,2008/6/23,2030/12/31,課後,初級,68,6760,63,25
資訊科技學院,二、哈燒職場進修系列,10000648,掌握郵件往返的技巧,"本課程介紹在郵件的傳送、接受過程當中，常遇到問題的排除方法，以及郵件管理的技巧，包括：郵件附件的寄發，接收郵件後的附件管理，以及郵件附件禁止存取的處理，另外在郵件管理上，如何應用重要性、郵寄標籤、及特定時間自動寄發來管理郵件，或是重寄郵件、回收郵件的方法等。
",初立德,60,上架,2008/6/23,2030/12/31,課後,初級,59,6211,73,27
資訊科技學院,二、哈燒職場進修系列,10000843,工作時間安排與專案管理(上),"．第一堂：認識專案管理及GanttProject介紹
．第二堂：工作時間安排規劃
．第三堂：執行工作的時程控管",資訊科技學院教師,60,上架,2011/9/30,2030/12/31,課後,高級,340,16482,443,187
資訊科技學院,二、哈燒職場進修系列,10000844,工作時間安排與專案管理(下),"．第一堂：認識專案管理及GanttProject介紹
．第二堂：工作時間安排規劃
．第三堂：執行工作的時程控管
",資訊科技學院教師,60,上架,2011/9/30,2030/12/31,課後,高級,200,8318,275,110
資訊科技學院,二、哈燒職場進修系列,10000867,化繁為簡的數位教材製作-Course Master進階篇,"第一堂：學習評量篇
第二堂：學習輔助篇
第三堂：特別說明篇",資訊科技學院教師,60,上架,2012/9/26,2030/12/31,無,中級,19,3184,30,15
資訊科技學院,二、哈燒職場進修系列,10000868,化繁為簡的數位教材製作-Course Master初階篇,"第一堂：入門需知
第二堂：學習資訊篇
第三堂：學習內容篇",資訊科技學院教師,60,上架,2012/9/26,2030/12/31,無,中級,37,4921,49,18
資訊科技學院,二、哈燒職場進修系列,10000879,圖文並茂-資料排版製作,"‧	學會文字的應用
‧	學會圖文的排版方法
",劉文琇,78,上架,2013/10/15,2030/12/31,課後,中級,105,6667,137,54
資訊科技學院,二、哈燒職場進修系列,10000880,網拍賣場設計,"‧	成立網拍賣場
‧	商品照片的修圖技巧
",吳宣慧,83,上架,2013/10/15,2030/12/31,課後,中級,513,13590,460,133
資訊科技學院,二、哈燒職場進修系列,10001272,Excel職場必學函數應用(上),"歡迎進入本課程，您可依照學習流程，循序漸進
地完成學習！
．第一堂：函數運用的先備知識
．第二堂：日期、數學與統計函數
請點選左邊課程選單，開始學習！",蘇世榮 老師,145,上架,2018/12/6,2030/12/30,無,初級,5,22,0,0
資訊科技學院,二、哈燒職場進修系列,10001273,Excel職場必學函數應用(下),"歡迎進入本課程，您可依照學習流程，循序漸進
地完成學習！
．第一堂：檢視參照與資料庫函數
．第二堂：邏輯、文字與財務
請點選左邊課程選單，開始學習！",蘇世榮 老師,117,上架,2018/12/6,2030/12/30,無,初級,1,8,0,0
資訊科技學院,二、哈燒職場進修系列,10001274,Excel 2013精算大師,"歡迎進入本課程，您可依照學習流程，循序漸進
地完成學習！
．第一堂：Excel 2013概論及介面、操作介紹
．第二堂：資料解析及資料複製
．第三堂：公式撰寫及公式的複製
．第四堂：商用函數解析
．第五堂：商用函數的進階應用
請點選左邊課程選單，開始學習！",陳健帆 老師,419,上架,2018/12/6,2030/12/30,無,初級,0,0,0,0
資訊科技學院,二、哈燒職場進修系列,10001275,Excel 2013進階應用,"歡迎進入本課程，您可依照學習流程，循序漸進
地完成學習！
．第一堂：邏輯函數、日期函數與格式整合
．第二堂：查表函數與財務函數應用
．第三堂：資料分析
．第四堂：圖表製作與應用工具
請點選左邊課程選單，開始學習！",陳健帆 老師,351,上架,2018/12/6,2030/12/30,無,初級,0,0,0,0
資訊科技學院,二、哈燒職場進修系列,10001276,Word 2013文書排版,"歡迎進入本課程，您可依照學習流程，循序漸進
地完成學習！
．第一堂：大板根樂活一日遊
．第二堂：會議記錄
．第三堂：圖文處理
．第四堂：編輯文件技巧
．第五堂：編製表格
請點選左邊課程選單，開始學習！",陳智揚 老師,228,上架,2018/12/6,2030/12/30,無,初級,0,0,0,0
資訊科技學院,二、哈燒職場進修系列,10001277,Word 2013進階應用,"歡迎進入本課程，您可依照學習流程，循序漸進
地完成學習！
．第一堂：生活小冊子
．第二堂：我的邀請函
．第三堂：客戶問候函
．第四堂：無所不在的會議報告(一)
．第五堂：無所不在的會議報告(二)
請點選左邊課程選單，開始學習！",楊玉文 老師,292,上架,2018/12/6,2030/12/30,無,初級,0,0,0,0
資訊科技學院,二、哈燒職場進修系列,10001278,PowerPoint 2013簡報創意王,"歡迎進入本課程，您可依照學習流程，循序漸進
地完成學習！
．第一堂：速成商用專業簡報
．第二堂：繪製母片與其他Office軟體靈活運用
．第三堂：視覺化的圖說簡報
．第四堂：多媒體互動式簡報
請點選左邊課程選單，開始學習！",劉文琇 老師,177,上架,2018/12/6,2030/12/30,無,初級,0,0,0,0
資訊科技學院,二、哈燒職場進修系列,10001279,簡報必備技能,"歡迎進入本課程，您可依照學習流程，循序漸進
地完成學習！
．第一堂：簡報的基本操作
．第二堂：簡報的動畫運用
請點選左邊課程選單，開始學習！",蘇世榮 老師,126,上架,2018/12/6,2030/12/30,無,初級,0,0,0,0
資訊科技學院,三、美工繪圖系列,10000794,創意美術設計-視覺符號與名片設計篇,"歡迎各位同學觀看「創意美術設計-視覺符號與名片設計篇」，本課程將介紹視覺符號與標誌之間的關係，透過事務用品的組合介紹，讓您進一步瞭解標誌的製作概念。接著說明名片設計與文字組合，帶領讀者了解名片設計的要領。最後借用Illustrator強大的配色功能，介紹配色技巧。
",王淦漳,60,上架,2010/8/20,2030/12/31,課後,高級,53,10915,89,33
資訊科技學院,三、美工繪圖系列,10000795,創意美術設計-廣告稿與封面設計篇,"第一堂：廣告稿合成與實作
第二堂：遮色片合成技巧
第三堂：封面與雜誌稿設計",潘士銘,60,上架,2010/8/20,2030/12/31,課後,高級,51,16711,95,40
資訊科技學院,三、美工繪圖系列,10000833,創意美術設計-Layout排版整合設計篇,"第一堂：Photoshop 特效整合運用
第二堂：認識版面配置與編排
第三堂：Illustrator插畫應用
",資訊科技學院教師,60,上架,2011/6/30,2030/12/31,課後,高級,74,12393,109,42
資訊科技學院,三、美工繪圖系列,10000834,創意美術設計-點線面與基本設計篇,"第一堂：路徑與線條
第二堂：點構成
第三堂：線構成
第四堂：面構成
",資訊科技學院教師,60,上架,2011/6/30,2030/12/31,課後,高級,39,12210,73,36
資訊科技學院,三、美工繪圖系列,10000835,創意美術設計-影像合成技巧篇,"第一堂：輕鬆學排版
第二堂：排版與表格
第三堂：短篇報導與影像",資訊科技學院教師,60,上架,2011/6/30,2030/12/31,課後,高級,72,18424,102,44
資訊科技學院,三、美工繪圖系列,10000836,創意美術設計-InDesign版面排版技巧篇,"第一堂：輕鬆學排版
第二堂：排版與表格
第三堂：短篇報導與影像",資訊科技學院教師,60,上架,2011/6/30,2030/12/31,課後,高級,57,13777,89,30
資訊科技學院,三、美工繪圖系列,10001211,跨界創意視覺設計之一：設計素描與基礎設計,"．第一堂：設計素描
．第二堂：基礎設計",陳巧筠,117,上架,2018/3/1,2019/2/28,無,初級,233,1389,247,68
資訊科技學院,三、美工繪圖系列,10001212,跨界創意視覺設計之二：設計企劃實務,"．第一堂：Rumi Caf?設計企劃
．第二堂：Logo設計製作
．第三堂：圓形吊掛式小招牌設計製作
．第四堂：橫幅招牌設計製作",鄭裴恩,170,上架,2018/3/1,2019/2/28,無,初級,95,898,111,46
資訊科技學院,三、美工繪圖系列,10001213,跨界創意視覺設計之三：企業識別系統周邊產品設計應用,"．第一堂：提袋設計製作
．第二堂：外帶杯設計製作
．第三堂：紙盒設計製作
．第四堂：MENU設計製作
．第四堂：MENU手工小書設計製作",鄭裴恩,236,上架,2018/3/1,2019/2/28,無,初級,84,811,103,49
資訊科技學院,三、美工繪圖系列,10001214,跨界創意視覺設計之四：吉祥物設計與應用,"．第一堂：吉祥物設計與製作
．第二堂：名片設計與製作
．第三堂：使用InDesign製作名片",鄭裴恩,212,上架,2018/3/1,2019/2/28,無,初級,69,835,87,42
資訊科技學院,三、美工繪圖系列,10001215,跨界創意視覺設計之五：攝影構圖、海報設計與印刷實務,"．第一堂：攝影構圖的法則與應用
．第二堂：海報製作
．第三堂：印刷與拼版",孫鳴遠,164,上架,2018/3/1,2019/2/28,無,初級,141,1098,145,34
資訊科技學院,三、美工繪圖系列,10001230,3D列印實作工坊,3D列印實作工坊,楊翔仁,71,上架,2018/4/1,2030/12/31,無,初級,132,881,167,80
資訊科技學院,三、美工繪圖系列,10001231,桌面型3D印表機簡介及3D列印產業現況與展望,桌面型3D印表機簡介及3D列印產業現況與展望,楊翔仁,50,上架,2018/4/1,2030/12/31,無,初級,127,913,156,86
資訊科技學院,四、多媒體及程式設計系列,10000479,網路管理與系統維修,,黃河凱,60,上架,2008/1/1,2030/12/31,無,高級,62,9457,72,30
資訊科技學院,四、多媒體及程式設計系列,10000549,Apache 網站伺服器架設,"Apache網頁伺服器介紹
個人網頁空間設定",黃家培,60,上架,2008/6/23,2030/12/31,課後,高級,15,8994,41,15
資訊科技學院,四、多媒體及程式設計系列,10000550,FedoraLinux系統操作實務,"由於Linux越來越熱門，也越來越多人開始使用Linux，在眾多Linux中，如何挑選一套適合初學者使用，又能快速上手的作業系統，FedoraLinux可以滿足你所有的需求，本課程協助使用者規劃所有轉換上的需求，讓使用者也可以於短時間內，輕鬆上手，並且可以做出屬於你的FedoraLinux。
",鄭啟宏,60,上架,2008/6/23,2030/12/31,課後,高級,11,7420,51,18
資訊科技學院,四、多媒體及程式設計系列,10000845,Android手機系統與應用程式開發：市場與開發環境建置,"第一堂：拓展Android市場的Java應用
第二堂：安裝Android SDK開發環境
",資訊科技學院教師,100,上架,2011/9/30,2030/12/31,課後,高級,25,10122,43,20
資訊科技學院,四、多媒體及程式設計系列,10000847,基本網路架設與雲端技術介紹,"．了解架設網路需要哪些設備
．可以架設家庭網路
．可以判斷網路連線問題
．了解何謂雲端技術
",資訊科技學院教師,60,上架,2011/10/30,2030/12/31,課後,中級,41,9265,86,33
資訊科技學院,四、多媒體及程式設計系列,10000876,Silverlight入門介紹,"‧ Windows Phone基本程式設計概念
‧ 新一代XAML操作介面描述語法",董大偉,59,上架,2013/9/1,2030/12/31,課後,中級,8,3421,19,8
資訊科技學院,四、多媒體及程式設計系列,10000885,iOS 應用程式入門介紹(上),第一堂：iOS介紹,林柏全,45,上架,2013/11/30,2030/12/31,無,中級,29,5826,45,17
資訊科技學院,四、多媒體及程式設計系列,10000886,iOS 應用程式入門介紹(下),第一堂：開發工具,林柏全,71,上架,2013/11/30,2030/12/31,無,中級,9,2881,27,10
資訊科技學院,四、多媒體及程式設計系列,10000949,電子書編輯器Sigil,Sigil 是個免費的開放原始碼EPUB電子書製作編輯器，可以協助使用者像撰寫一個word檔案一樣，製作出EPUB格式的電子書並且可以切換多種編輯模式，甚至可以直接編寫程式碼檔案進行更進一步的設定。Sigil具有後設資料(metadata)及多階層形式的TOC目錄編輯器。也可以直接匯入現有TXT、HTML、EPUB檔案作修改編輯。本課程的內容由淺入深，以實際的範例為大家說明電子書製作及編輯的方式，透過簡單的案例來瞭解電子書的運用，以及要如何透過閱\讀器來瀏覽編輯完成的電腦，另外還可透過CSS來美化電子書內容。,國家發展委員會,22,上架,2014/12/18,2030/12/31,無,高級,46,4739,53,28
資訊科技學院,四、多媒體及程式設計系列,10001196,Android APP應用程式開發之一：Android起源、系統架構與開發環境介紹,"．第一堂：Android起源
．第二堂：Android系統架構與開發環境
．第三堂：Android開發平台應用",呂紹榮,125,上架,2018/1/2,2018/12/30,無,初級,231,1688,268,85
資訊科技學院,四、多媒體及程式設計系列,10001197,Android APP應用程式開發之二：Activity與Intent介紹與使用,"．第一堂：Activity介紹
．第二堂：Intent意圖介紹使用",呂紹榮,224,上架,2018/1/2,2018/12/30,無,初級,60,893,105,56
資訊科技學院,四、多媒體及程式設計系列,10001198,Android APP應用程式開發之三：裝置介面設計,"．第一堂：Android 5 Material Design裝置界面
　　　　　設計概論
．第二堂：表單顯示組件與TextView / Button
　　　　　 / Spinner",呂紹榮,223,上架,2018/1/2,2018/12/30,無,初級,43,850,82,37
資訊科技學院,四、多媒體及程式設計系列,10001199,Android APP應用程式開發之四：畫面控制項與對話方塊設計,"．第一堂：Android輸入框組件、多媒體組件與
　　　　　翻頁特效的使用
．第二堂：Android對話框的各種使用",呂紹榮,228,上架,2018/1/2,2018/12/30,無,初級,37,787,75,36
資訊科技學院,四、多媒體及程式設計系列,10001200,Android APP應用程式開發之五：畫面佈局與Menu使用,"．第一堂：Android 5 Layout畫面佈局
．第二堂：Menu與Action Bar操作",呂紹榮,145,上架,2018/1/2,2018/12/30,無,初級,25,695,62,33
資訊科技學院,四、多媒體及程式設計系列,10001201,SketchUp超簡單室內設計速繪之一：SketchUp職能技巧,"．第一堂：介面應用技巧
．第二堂：系統櫃製作教學
．第三堂：現地丈量與圖面繪製
．第四堂：多樣化家具建立",滕金紘,134,上架,2018/1/2,2018/12/30,無,初級,125,1444,160,52
資訊科技學院,四、多媒體及程式設計系列,10001203,SketchUp超簡單室內設計速繪之二：實際專案建置,"．第一堂：實際案例專案製作
．第二堂：風格化裝潢設計
．第三堂：櫃體與天花板設計
．第四堂：材質應用技法
．第五堂：專案材質建立",滕金紘,105,上架,2018/1/2,2030/12/31,無,初級,49,808,83,33
資訊科技學院,四、多媒體及程式設計系列,10001204,SketchUp超簡單室內設計速繪之三：外掛與整合應用技巧,"．第一堂：動畫應用技巧
．第二堂：外掛插件應用技法
．第三堂：輸出與出圖技巧
．第四堂：Vray材質與光影技法",滕金紘,68,上架,2018/1/2,2018/12/30,無,初級,25,714,66,27
資訊科技學院,五、自由軟體系列,10000527,用Audacity玩我的音樂,"歡迎進入「用Audacity玩我的音樂」課程！在這個課程中除了介紹有關音樂的剪輯功能，也介紹如何設計混音、接合等的各項音效製作等，相信會讓您可以更有效率的製作出個性化的音效檔案。
",多媒體應用志工講師,60,上架,2009/7/16,2030/12/31,課後,高級,26,8207,33,16
資訊科技學院,五、自由軟體系列,10000528,Dia輕鬆畫流程圖,"歡迎各位進入DIA製圖專家一把罩課程！ DIA是一套免費的辦公室文書軟體，與微軟的視窗軟體Visio十分相似。DIA可以被用來繪製不同種類的流程圖。另外支援了UML靜態結構流程圖和網路流程圖。同時，DIA內建了一些常用的圖示，如網路架構及流程圖等！所擁有的設計功能真的
",多媒體應用志工講師,60,上架,2009/7/16,2030/12/31,課後,高級,19,11740,36,14
資訊科技學院,五、自由軟體系列,10000530,FreeMind心智圖輕鬆學,"一、軟體介紹
二、節點操作
三、檔案管理
四、格式編輯
五、新增物件
",陳明裕,60,上架,2009/7/16,2030/12/31,課後,中級,39,13539,67,27
資訊科技學院,五、自由軟體系列,10000533,Ubuntu桌面應用初探,"一、安裝Ubuntu Linux Step by Step
二、Ubuntu Linux 套件安裝與管理
三、Ubuntu Linux 桌面應用軟體使用介紹
四、環境管理介紹
",黃俊宏,60,上架,2009/11/9,2030/12/31,課後,中級,29,6050,44,16
資訊科技學院,五、自由軟體系列,10000535,Gimp彩繪生活一把罩,"一、彩繪製圖進階篇
二、彩繪生活範例篇
",多媒體應用志工講師,60,上架,2009/11/9,2030/12/31,課後,中級,17,4695,32,13
資訊科技學院,五、自由軟體系列,10000577,OpenOffice Base 完全上手,"當我們要分析處理的資料量較龐大時，應用資料庫工具來管理與維護資料庫，是最佳的選擇。在自由軟體OpenOffice.org 2.1中的Base，就是一個功能完整的資料庫工具。一般人在第一次學習資料庫軟體時，對於如何規劃資料庫，以及資料庫正規化理論應用，大多一知半解，所以本課程加強了資料庫系統建置的觀念說明。課程中以「理財管理資料庫系統」為例，以案例導向、循序漸進來介紹OOo Base資料庫功能
",張大明,60,上架,2008/6/23,2030/12/31,課後,中級,72,7391,62,24
資訊科技學院,五、自由軟體系列,10000851,Joomla網站架設實務演練(上),"‧學會建置出練習與測試用的Joomla!網站平台。
‧瞭解平台的架構與設計概念。
‧瞭解網站運作的重要基本設定。
‧學會內容網站的單元、分類，以及實際內容的建立和發佈方式。
‧學會「首頁」的適當的調整和設定。
‧學會內建在系統內的功\能套件, 例如投票、RSS功\能等等。
‧學會如何新增網站的佈景外觀。
‧學會將影音快速的嵌入在網頁中。
‧學會電子報行銷的功\能擴充與使用。",資訊科技學院教師,60,上架,2011/10/30,2030/12/31,課後,高級,32,5936,47,20
資訊科技學院,五、自由軟體系列,10000853,Joomla網站架設實務演練(下),"‧學會建置出練習與測試用的Joomla!網站平台。
‧瞭解平台的架構與設計概念。
‧瞭解網站運作的重要基本設定。
‧學會內容網站的單元、分類，以及實際內容的建立和發佈方式。
‧學會「首頁」的適當的調整和設定。
‧學會內建在系統內的功\能套件, 例如投票、RSS功\能等等。
‧學會如何新增網站的佈景外觀。
‧學會將影音快速的嵌入在網頁中。
‧學會電子報行銷的功\能擴充與使用。",資訊科技學院教師,60,上架,2011/10/30,2030/12/31,課後,高級,14,5022,28,15
資訊科技學院,五、自由軟體系列,10000872,Moodle數位學習平台管理與應用入門(上),"第一堂：Moodle 簡介
第二堂：教材設計",資訊科技學院教師,60,上架,2012/6/30,2030/12/31,課後,高級,43,4172,58,21
資訊科技學院,六、工業繪圖系列,10000481,AutoCAD 2008 平面繪圖工程師（上）,"AutoCAD是一套廣泛用於所有工程圖面的軟體，舉凡建築、機械、結構、室內設計、機電配線等都可以運用它來完成。AutoCAD 2008是AutoCAD目前最新的版本，同時也新增了許多實用的新功能，我們將會在課程中陸續為同學介紹。 \r\n在這個平面製圖的初階課程中，首先帶各位來了解AutoCAD的使用環境以及如何觀測圖面與繪製圖形。我們分成以下幾個章節來講解：2D的基本環境、座標系統的認識、基本的繪圖指令、修改指令應用等章節，當學習完這一階段的課程後，各位同學可以輕鬆的繪製出平面的幾何圖形。
",林文偉,60,上架,2009/5/1,2030/12/31,課後,高級,47,58614,73,32
資訊科技學院,六、工業繪圖系列,10000482,AutoCAD 2008 平面繪圖工程師（中）,"AutoCAD是一套廣泛用於所有工程圖面的軟體，舉凡建築，機械，結構，室內設計，機電配線等，都可以運用它來完成，AUTOCAD 2008是AUTOCAD目前最新的版本。同時也新增了許多實用的功能，我們將會在課程中陸續為同學介紹。 \r\n在這個平面製圖的中階課程中，陸續為各位同學介紹各類查詢指令，文字輸入的應用，尺寸標註設定，剖視圖的觀念及剖面線的用法，再來講到圖層的管理。我們在最後也會帶同學做一個標準圖框，讓圖面變得更完整。
",林文偉,60,上架,2009/5/1,2030/12/31,課後,高級,15,22170,40,21
資訊科技學院,六、工業繪圖系列,10000483,AutoCAD 2008 平面繪圖工程師（下）,"AutoCAD 2D廣泛應用在機械製造以及土木建築、機電整合相關行業中，舉凡各類平面圖形不論是組合圖,施工圖,示意圖等。 \r\n在高階課程中，先分別說明圖塊的應用，表格設定及資料的應用，設計中心及外部參考，配置與出圖，再來講到圖面的發佈及圖紙集的使用。這是最後有關圖形管理工具的課程。
",林文偉,60,上架,2009/5/1,2030/12/31,課後,高級,14,18247,41,15
資訊科技學院,六、工業繪圖系列,10000875,AutoCAD 2012 2D入門：操作介面與基本功能,"‧ 應用填充線與漸層填入
‧ 應用圖塊與外部參考
‧ 繪製各種弧線
‧ 建立具有加強屬性的圖框圖塊
‧ 設定不同的出圖方式
",黃,65,上架,2013/9/14,2030/12/31,課後,中級,37,10674,67,30
資訊科技學院,六、工業繪圖系列,10000887,Revit 建築設計：基礎應用 (上),"。第一堂：Revit簡介與介面應用
。第二堂：基礎建模技巧 ",滕金紘,74,上架,2013/11/30,2030/12/31,無,高級,22,5933,30,11
資訊科技學院,六、工業繪圖系列,10000888,Revit 建築設計：基礎應用 (下),"。第一堂：建模複習與應用
。第二堂：檔案管理與顯示功\能
",滕金紘,49,上架,2013/11/30,2030/12/31,無,高級,11,2908,17,6
資訊科技學院,六、工業繪圖系列,10001205,AutoCAD 2016基礎入門之一：基礎操作,"．第一堂：AutoCAD下載、安裝與環境規劃
．第二堂：AutoCAD基礎指令操作",陳東堯,144,上架,2018/2/1,2019/1/31,無,初級,391,2881,458,132
資訊科技學院,六、工業繪圖系列,10001206,AutoCAD 2016基礎入門之二：座標、輔助繪圖與修改指令,"．第一堂：基礎繪圖—座標
．第二堂：AutoCAD輔助繪圖
．第三堂：AutoCAD修改指令（一）",陳東堯,152,上架,2018/2/1,2019/1/31,無,初級,109,1483,164,88
資訊科技學院,六、工業繪圖系列,10001207,AutoCAD 2016基礎入門之三：繪圖指令與修改指令,"．第一堂：AutoCAD繪圖指令
．第二堂：AutoCAD修改指令（二）",陳東堯,143,上架,2018/2/1,2019/1/31,無,初級,72,1287,124,63
資訊科技學院,六、工業繪圖系列,10001208,AutoCAD 2016基礎入門之四：修改指令,"．第一堂：AutoCAD修改指令（三）
．第二堂：AutoCAD指令表
．第三堂：AutoCAD常用系統變數",陳東堯,166,上架,2018/2/1,2019/1/31,無,初級,64,948,103,52
資訊科技學院,六、工業繪圖系列,10001209,AutoCAD 2016基礎入門之五：精選練習範例,"．第一堂：精選練習範例（一）
．第二堂：精選練習範例（二）",陳東堯,146,上架,2018/2/1,2019/1/31,無,初級,68,864,107,47
資訊科技學院,六、工業繪圖系列,10001210,AutoCAD 2016基礎入門之六：整合應用練習,"．第一堂：參數式應用
．第二堂：描圖應用
．第三堂：零件圖範例
．第四堂：樓梯平面圖範例",陳東堯,121,上架,2018/2/1,2019/1/31,無,初級,63,822,111,46
資訊科技學院,七、企業e化經營系列,10000123,企業資訊化執行實務,"一、企業資訊化之決策架構與流程
二、企業內部資訊化現況分析
三、企業資訊化可行性及可運用資源評估
四、企業資訊化導入執行方式
五、企業資訊化可能遭遇之困難點及解決方案
",汪俊良,60,上架,2006/7/31,2030/12/31,課後,中級,49,3308,60,19
資訊科技學院,七、企業e化經營系列,10000127,網路電話在中小企業的應用,"第一章 進入網路電話世界
第二章 網路電話的技術及運作架構
第三章 網路電話的加值應用服務
第四章 中小企業網路電話建置規劃
第五章 網路電話的展望
",旭聯科技,60,上架,2006/7/31,2030/12/31,無,中級,23,3585,32,10
