學院名稱,課程類別,課程編號,課程名稱,課程大綱,課程講師,課程時數(分鐘),課程狀態,授權日(起),授權日(訖),測驗方式,課程難易度,年度人氣指數,累積人氣指數,選課人數,完成人數
資訊科技學院,十、新知分享,10001112,機器人產業之發展概況(2),"本課程由「ITIS智網(www.itis.org.tw)」提供。
服務型機器人現階段仍處於萌芽期，但是產業成長的速度一旦爆發將十分驚人，因此相當受到矚目。由於全球各主要國家老年人口逐年提升，老齡化社會對於健康照護需求持續看漲，包含行動輔具以及個人化的移動、照護裝置，專用服務型機器人和個人服務型機器人的應用需求比例已在2010年後逐漸產生消長變化。其中，醫療照護用途機器人與智慧家居庶務型機器人將是未來兩大較具發展性的服務型機器人。",黃仲宏產業分析師,25,上架,2017/4/28,2030/12/31,無,初級,14,1209,57,47
資訊科技學院,十、新知分享,10001113,物聯網IOT發展趨勢,"半導體發展已久，在網通及感測器的發展帶動下，物聯網時代即將來臨，半導體整體產業正在轉變，從過去設計、製造、封測過去專業分工的時代，正逐漸走向垂直整合、上下游彼此緊密結合的現在及未來，各次產業單打獨鬥已成過去式，現今各次產業講求上下游彼此合作以提供最佳的解決方案。以封測業為例，在先進晶圓級封裝的部份，部份便由上游晶圓廠提供中介層，或甚至是植球(Bumping)的部份，再交由下游封測業切割及放到印刷電路板上以完成最後作業流程。而設計業亦需掌握未來終端產品的發展趨勢，以利提前布局所需技術，若需開發時程較久，則會以併購方式取得互補的技術，以上便是半導體的現在進行式，亦將會是未來重要發展趨勢。
物聯網將從過去單一產品、大廠主導、技術導向，將邁向大規模生活應用、系統整合、與資料分析的發展模式，而透過巨量資料與智慧的價值所引導的物聯網生態體系顛覆式創新價值，其中重要關鍵在於「思維轉變」，以解決核心問題(Problem-centric)為前提，並以人為中心的技術/產品/服務開發策略，並運用資料創新應用以解決商業議題，進而獲得價值，是最先應該思考的問題，也是最大的挑戰。
IoT應用環境下包括感測設備、通訊設備或是終端行動裝置皆愈來愈強調多樣化、生命週期短、設計簡化、節能多工、…，而元件模組化可達其要求，因此造成元件模組化之腳步加快，應用比重增加。日、韓零組件廠商規模大，且同質或異質產品線齊全，元件模組化的過程中較具發展優勢。台灣廠商發展元件模組化，必需增加薄型元件之製造能力，並加強各元件廠商整合策略聯盟合作。
物聯網(IoT)的時代來臨，將帶動新一波跨裝置應用的市場需求，並將對現行產業造成相當程度之改變，少量多樣的垂直應用場域機會，將帶動車用顯示器、智慧手錶、頭戴顯示器、數位看板等新的市場需求崛起，成為接續手持式裝置後的新成長動能。技術發展隨著提升使用者體驗，朝輕薄設計、軟性顯示器、透明顯示器等新的解決方案重新定義人機介面，產業也將從以往的規模競爭走向價值競爭。",楊啟鑫、趙祖佑、董鍾明、林研詩,21,上架,2017/4/28,2030/12/31,無,初級,176,6100,203,143
資訊科技學院,十、新知分享,10001114,全球製造業智慧自動化背景,中國大陸製造業經營環境改變，造成全球性製造業的轉型與升級需求，包括德國提出「工業4.0」、美國提出「AMP」、日本提出「工業4.1J」、韓國提出「製造業創新3.0戰略」與中國大陸提出「中國製造2025」等政策。世界工廠的興起與轉型皆成因於中國大陸，接下來會如何發展，是我們需要持續關注的議題。,戴熒美產業分析師,17,上架,2017/4/28,2030/12/31,無,初級,466,4251,377,250
資訊科技學院,十、新知分享,10001115,全球製造業智慧自動化發展趨勢,全球製造業自動化發展，主要是以資通訊技術應用加值為核心，分為集中控制與分散控制的同步運作、生產技術與資訊技術的整合效益、連續型自動化與離散型自動化的彈性調配、各類衍生的服務模式與數位化的軟體平台等五大發展方向，核心技術則主要圍繞在感測器、移動性、保全性與無線化等功\能技術的開發，現階段全球智慧製造現場上已有許\多實際案例實施與應用。,戴熒美產業分析師,17,上架,2017/4/28,2030/12/31,無,初級,625,5185,558,337
資訊科技學院,十、新知分享,10001116,國內外製造業智慧自動化應用案例,智慧自動化方案必須有效實踐經營目標，才能達到實施者的投入產出效應，從國際製造廠案例可揭櫫相關思考方向相關思考方向，如解決需求變異問題、製造業回流的差異化、運用IoT提升生產效率、全球性生產創新、創新商業模式等。,戴熒美產業分析師,20,上架,2017/4/28,2030/12/31,無,初級,868,7751,825,496
資訊科技學院,十、新知分享,10001130,【科技，始於人性-呼應真實需求的智慧生活】智慧生活的Next Big Things,智慧化浪潮使得過去許多實驗室內的前瞻科技，逐步走入我們的日常生活之中。因此，如何結合既有的產業優勢，輔以「硬體＋軟體＋智慧服務」的整合思維，重新以人性需求為核心，以創新思維設計使用經驗，將未來打造成更能呼應真實需求的智慧生活呢？,簡立峰總經理,27,上架,2017/6/5,2030/12/31,無,初級,31,2587,63,35
資訊科技學院,十、新知分享,10001131,【科技，始於人性-呼應真實需求的智慧生活】AI人工智慧的下個十年,智慧化浪潮使得過去許多實驗室內的前瞻科技，逐步走入我們的日常生活之中。因此，如何結合既有的產業優勢，輔以「硬體＋軟體＋智慧服務」的整合思維，重新以人性需求為核心，以創新思維設計使用經驗，將未來打造成更能呼應真實需求的智慧生活呢？,游直翰創辦人,29,上架,2017/7/5,2030/12/31,無,初級,555,5731,470,262
資訊科技學院,十、新知分享,10001132,【科技，始於人性-呼應真實需求的智慧生活】台灣物聯網的契機，以Kumawash創辦經驗為例,智慧化浪潮使得過去許多實驗室內的前瞻科技，逐步走入我們的日常生活之中。因此，如何結合既有的產業優勢，輔以「硬體＋軟體＋智慧服務」的整合思維，重新以人性需求為核心，以創新思維設計使用經驗，將未來打造成更能呼應真實需求的智慧生活呢？,林宜儒創辦人,29,上架,2017/8/7,2030/12/31,無,初級,33,2716,65,30
資訊科技學院,十、新知分享,10001156,物聯網與金融科技,,裴有恆總經理,64,上架,2017/6/19,2030/12/31,無,初級,358,5564,286,169
資訊科技學院,十、新知分享,10001157,物聯網間的通訊本質,"人人都知道物聯網很夯，因為新聞聽很多、書本看很多，但是你知道要如何應用嗎? Pofat老師知道你的煩惱!帶你從頭探勘物聯網的本質、基本原理及架構，不只紮穩基礎知識，而且一一點破物聯網通訊技術中常常遇到的困難，不只講解實例，也帶你一起實際操作智慧家庭中樞，如Arduino、Raspberry pi。
本課程會介紹物聯網通訊中：
(1)所遇到的挑戰
(2)環境需求與安全性考量
(3)各種情境的通訊協定與原理
應用層的通訊協定、特性與實作方法
",曾奕穎Pofat講師,43,上架,2018/7/1,2019/7/1,無,初級,386,3517,386,219
資訊科技學院,十、新知分享,10001158,物聯網間的近距離通訊,人人都知道物聯網很夯，因為新聞聽很多、書本看很多，但是你知道要如何應用嗎? Pofat老師知道你的煩惱!帶你從頭探勘物聯網的本質、基本原理及架構，不只紮穩基礎知識，而且一一點破物聯網通訊技術中常常遇到的困難，不只講解實例，也帶你一起實際操作智慧家庭中樞，如Arduino、Raspberry pi。 本課程會介紹物聯網通訊中： (1)所遇到的挑戰 (2)環境需求與安全性考量 (3)各種情境的通訊協定與原理 應用層的通訊協定、特性與實作方法,曾奕穎Pofat講師,35,上架,2018/7/1,2019/7/1,無,初級,270,2408,283,165
資訊科技學院,十、新知分享,10001159,物聯網間的遠距離通訊,人人都知道物聯網很夯，因為新聞聽很多、書本看很多，但是你知道要如何應用嗎? Pofat老師知道你的煩惱!帶你從頭探勘物聯網的本質、基本原理及架構，不只紮穩基礎知識，而且一一點破物聯網通訊技術中常常遇到的困難，不只講解實例，也帶你一起實際操作智慧家庭中樞，如Arduino、Raspberry pi。 本課程會介紹物聯網通訊中： (1)所遇到的挑戰 (2)環境需求與安全性考量 (3)各種情境的通訊協定與原理 應用層的通訊協定、特性與實作方法,曾奕穎Pofat講師,47,上架,2018/7/1,2019/7/1,無,初級,225,2169,219,124
資訊科技學院,十、新知分享,10001160,物聯網間的應用層的通訊與實例,人人都知道物聯網很夯，因為新聞聽很多、書本看很多，但是你知道要如何應用嗎? Pofat老師知道你的煩惱!帶你從頭探勘物聯網的本質、基本原理及架構，不只紮穩基礎知識，而且一一點破物聯網通訊技術中常常遇到的困難，不只講解實例，也帶你一起實際操作智慧家庭中樞，如Arduino、Raspberry pi。 本課程會介紹物聯網通訊中： (1)所遇到的挑戰 (2)環境需求與安全性考量 (3)各種情境的通訊協定與原理 應用層的通訊協定、特性與實作方法,曾奕穎Pofat講師,50,上架,2018/7/1,2019/7/1,無,初級,199,1973,185,96
資訊科技學院,十、新知分享,10001161,物聯網智慧家庭中樞實作,人人都知道物聯網很夯，因為新聞聽很多、書本看很多，但是你知道要如何應用嗎? Pofat老師知道你的煩惱!帶你從頭探勘物聯網的本質、基本原理及架構，不只紮穩基礎知識，而且一一點破物聯網通訊技術中常常遇到的困難，不只講解實例，也帶你一起實際操作智慧家庭中樞，如Arduino、Raspberry pi。 本課程會介紹物聯網通訊中： (1)所遇到的挑戰 (2)環境需求與安全性考量 (3)各種情境的通訊協定與原理 應用層的通訊協定、特性與實作方法,曾奕穎Pofat講師,65,上架,2018/7/1,2019/7/1,無,初級,375,3206,399,219
資訊科技學院,十、新知分享,10001162,從CES 2017看人工智慧應用發展趨勢,,陳彥合資深產業分析師,51,上架,2017/7/17,2019/7/17,無,初級,1056,8965,967,496
資訊科技學院,十、新知分享,10001163,VR產品發展趨勢與關鍵議題,帶領學員一同來探討VR虛擬實境發生原因、應用流行趨勢，並將根據市場上最新廠商動態，包括CES 2016、MWC2016相關應用服務新興經營模式等出現，進一步更新推論VR應用市場的風險與機會，提供欲評估跨足此一領域之人士一同研討參考，亦是相關產品PM、研發人員與投資者必學之精華課程！,龔存宇分析師,29,上架,2017/7/17,2019/7/17,無,初級,30,1384,43,23
資訊科技學院,十、新知分享,10001165,行動支付消費者調查分析,,胡自立資深產業分析師,30,上架,2017/8/7,2019/8/7,無,初級,46,3943,71,43
資訊科技學院,十、新知分享,10001166,家庭及商業應用機器人發展趨勢前瞻,,張佳蕙產業分析師,37,上架,2017/8/7,2019/8/7,無,初級,359,3900,254,152
資訊科技學院,十、新知分享,10001167,從「工業物聯網」看產業運作新模式,,陳彥合資深產業分析師,41,上架,2017/8/7,2019/8/7,無,初級,100,1421,73,31
資訊科技學院,十、新知分享,10001168,物聯網生態系統(1),課程將從物聯網的基本技術，逐步探討物聯網的技術及應用架構，再解析物聯網生態系統，提供物聯網領域技術及應用發展的基本架構性知識，在未來學習技術或是發展應用乃至於服務之際，得以有較全面性的思考。,周碩彥教授,24,上架,2018/7/1,2019/7/1,無,初級,367,3350,351,247
資訊科技學院,十、新知分享,10001169,物聯網生態系統(2),課程將從物聯網的基本技術，逐步探討物聯網的技術及應用架構，再解析物聯網生態系統，提供物聯網領域技術及應用發展的基本架構性知識，在未來學習技術或是發展應用乃至於服務之際，得以有較全面性的思考。,周碩彥教授,39,上架,2018/7/1,2019/7/1,無,初級,159,2018,144,88
資訊科技學院,十、新知分享,10001170,物聯網生態系統(3),課程將從物聯網的基本技術，逐步探討物聯網的技術及應用架構，再解析物聯網生態系統，提供物聯網領域技術及應用發展的基本架構性知識，在未來學習技術或是發展應用乃至於服務之際，得以有較全面性的思考。,周碩彥教授,25,上架,2018/7/1,2019/7/1,無,初級,132,1818,118,75
資訊科技學院,十、新知分享,10001171,物聯網創新應用(1),課程簡介本課程乃針對物聯網的主要創新應用進一步解析其技術及應用模式。在近年來物聯網的應用除了在消費者端應用的逐漸多元化，在近日的發展逐漸的歸納於智慧城市的範疇之中。在工業上的應用也因工業4.0或是工業互聯網的推波助瀾，除了便利及服務外，在經濟上也有明確永續的模式展現。本課程亦將針對物聯網於工業上的主要創新應用進一步的介紹。,周碩彥教授,57,上架,2018/7/1,2019/7/1,無,初級,198,2446,188,109
資訊科技學院,十、新知分享,10001172,物聯網創新應用(2),課程簡介本課程乃針對物聯網的主要創新應用進一步解析其技術及應用模式。在近年來物聯網的應用除了在消費者端應用的逐漸多元化，在近日的發展逐漸的歸納於智慧城市的範疇之中。在工業上的應用也因工業4.0或是工業互聯網的推波助瀾，除了便利及服務外，在經濟上也有明確永續的模式展現。本課程亦將針對物聯網於工業上的主要創新應用進一步的介紹。,周碩彥教授,49,上架,2018/7/1,2019/7/1,無,初級,124,1424,113,70
資訊科技學院,十、新知分享,10001176,從台灣網購行為看電商發展趨勢,"1.台灣電商產業現況
2.台灣電商發展趨勢",張筱祺 產業分析師,32,上架,2017/10/2,2030/12/31,無,初級,57,2078,74,36
資訊科技學院,十、新知分享,10001177,從MWC 2017洞悉物聯網發展趨勢,"1.LPWAN技術與應用發展趨勢
2.車聯網技術與應用發展趨勢
3.其他物聯網議題觀測
4.結論",曾巧靈 產業分析師,47,上架,2017/10/2,2030/12/31,無,初級,19,1967,37,16
資訊科技學院,十、新知分享,10001178,新經濟下之跨境電商趨勢,"1.新經濟下之電商發展環境
2.國際跨境電商發展趨勢
3.跨境電商在台發展現況
4.結論",張筱祺 產業分析師,34,上架,2017/10/2,2030/12/31,無,初級,29,1509,46,21
資訊科技學院,十、新知分享,10001179,新興智慧科技產業之發展觀測與產銷趨勢,智慧手機的概況,林信亨 資深產業分析師暨資深專案經理,118,上架,2017/11/1,2030/12/31,無,初級,233,1982,146,87
資訊科技學院,十、新知分享,10001180,消費性IoT應用—以智慧家庭為例,"●全球智慧家庭發展現況
●全球智慧家庭主要應用
○居家安全
○智慧節能
○健康照護
○智慧管家
●結論與建議",許桂芬 資深產業分析師,46,上架,2017/11/1,2030/12/31,無,初級,222,2472,225,142
資訊科技學院,十、新知分享,10001181,工業用IoT應用—以智慧製造為例,"物聯網發展現況
台灣產業智慧製造發展現況與廠商需求分析
智慧製造發展關鍵議題
結論",魏傳虔 資深產業分析師兼產品經理,35,上架,2017/11/1,2030/12/31,無,初級,230,2455,178,101
資訊科技學院,十、新知分享,10001182,機器學習專利趨勢與大廠布局分析,"●專利趨勢
○國家別
○領域別
○應用別
●專利布局
○相對研發能力
○技術矩陣分析
●結論與建議",陳賜賢 資深產業分析師,46,上架,2017/12/1,2030/12/31,無,初級,276,3280,182,118
資訊科技學院,十、新知分享,10001183,全球智慧製造產業關鍵議題剖析,"●前言
●產業關鍵議題
→產業政策：選擇聚焦
→產業生態：後發先至
→產業競爭：服務為王
→產業結構：借力使力
→產業需求：知己知彼
●結論與建議",魏傳虔 資深產業分析師兼產品經理,41,上架,2017/12/1,2030/12/31,無,初級,256,1697,163,104
資訊科技學院,十、新知分享,10001184,人工智慧發展趨勢與大廠動態布局,"人工智慧發展新局面
國際大廠人工智慧技術投入概況
新創業者技術及領域分布
重點領域趨勢觀測
結論",韓揚銘 產業分析師,42,上架,2017/12/1,2030/12/31,無,初級,277,3362,200,112
資訊科技學院,十、新知分享,10001185,CES半導體技術進展與智慧車應用趨勢,CES 2017展會相當的精采，我們就半導體技術進展以及智慧車應用趨勢進行分析，在CES 2017看到的產品變化五大趨勢中，都和半導體以及汽車有些關係，包含聲音、人工智慧、萬物聯網、交通工具的轉型以及生活數位化等五大趨勢。,彭茂榮   經理/工研院IEK,4,上架,2017/11/1,2030/12/31,無,初級,221,1443,162,105
資訊科技學院,十、新知分享,10001186,NEPCON Japan 車用趨勢探討,台灣印刷電路板產業居全球領先的地位，多以消費性電子產品為主，能進入車輛電子領域的業者不多。藉由本次觀察日本國際大廠在技術研發方向，瞭解車用印刷電路板(PCB)的關鍵課題，以作為後續發展參考依據。,石育賢   經理/工研院IEK,7,上架,2017/12/1,2030/12/31,無,初級,58,1722,68,49
資訊科技學院,十、新知分享,10001187,RoboDEX 工業4.0智慧工廠之新風貌,日本這次是第一次舉辦智慧工廠展，來自海內外參展總共有2270家廠商，第一天就有超過三萬五千名的參觀者，這一次的主題還是圍繞在工業4.0，當在展場上討論到智慧工廠的時候，我們都必定一定會聽到同一種觀點，那就是日本一直都有在推進，的確日本的工廠長期以來一直致力於自動化以及IT化。,紀翔瀛    產業分析師/金屬中心,6,上架,2018/1/1,2030/12/31,無,初級,470,5083,437,292
資訊科技學院,十、新知分享,10001188,ISPO Munich國際品牌脈動,2017 ISPO德國慕尼黑體育用品展由慕尼黑國際展覽集團（Messe Minchen Gmbh）主辦，本展為戶外運動用品最具領導性也是規模最大的展覽，從流行布料趨勢到原物料品牌供應商資源一應俱全，產品開發人員、設計師或品牌商都可以在此展找到豐富的靈感來源及開發方向。,吳宛靜   副研究員/紡織所,17,上架,2018/2/1,2030/12/31,無,初級,139,1936,163,112
資訊科技學院,十、新知分享,10001189,從Global Ecommerce Summit看電商發展趨勢,Global E-commerce Summit(GES)高峰會，是由歐洲電商協會Ecommerce Europe主辦，本屆主題包含了智慧聯網在零售業的應用以及電子商務的發展趨勢，與談人來自全球知名之零售業者如ASOS、Coca-Cola、物流業者DPD Group、顧問公司GFK、學術界Singularity University、IMD University等。,張筱祺 資深產業分析師/資策會MIC,5,上架,2018/3/1,2030/12/31,無,初級,146,1284,182,113
資訊科技學院,十、新知分享,10001190,IVR 虛擬實境技術與應用趨勢,"本次的展場一共參展廠商有2,454家，日本廠商佔了85%，其他國際的廠商佔了15%，觀眾的總人數有88,554人，研討會的聽眾也來到11,718人，可以看到來自台灣、韓國、中國大陸、美國、歐洲等不同國家的廠商參展。",林澤民    經理/工研院IEK,10,上架,2018/4/1,2030/12/31,無,初級,152,971,195,133
資訊科技學院,十、新知分享,10001191,泰國國際食品展特色及趨勢觀察,6月初於泰國曼谷剛結束的「2017年泰國國際食品飲料展」，吸引了全球約2千多家食品業者加入參展，我國亦有廠商及公協會參與，顯示全球及國內廠商對泰國與東協巿場的重視。本次展會我們可以綜整歸納4大特色及2大趨勢。,鄔嫣珊   副研究員/食品所,5,上架,2018/5/1,2030/12/31,無,初級,188,1190,217,130
資訊科技學院,十、新知分享,10001192,EBF PSD2規範下金融革命與資安挑戰,這一次的研討會是由Leader in security主辦，並邀請來自政府單位、資安業者、金融資訊服務商等，針對PSD2規範，對歐洲金融服務業所帶來的商機、衝擊，還有資訊安全等相關挑戰，進行一系列的議題討論。歸結研討會重點，PSD2為消費者塑造了一種更為安全的金融帳戶資料使用環境...,陳凱迪   產業分析師/資策會MIC,4,上架,2018/6/1,2030/12/31,無,初級,102,1408,145,80
資訊科技學院,十、新知分享,10001193,VR翻轉教育帶領新浪潮,VR翻轉教育，進入你我他的世界，帶領新浪潮,彭子威（Andy）：法亞科技集團／執行長暨創辦人,60,上架,2017/11/14,2030/12/31,無,初級,81,1545,145,94
資訊科技學院,十、新知分享,10001194,從人的服務到AI機器人服務—客服產業應用實例,"1.人工智慧熱潮帶來的影響與改變
2.服務機器人於生活中及產業的應用
3.機器人怎麼學習人
4.AI智慧服務應用",張榮貴/程曦資訊整合(股)公司 總經理,40,上架,2017/11/21,2030/12/31,無,初級,389,4800,373,236
資訊科技學院,十、新知分享,10001195,Video AI for Media and Entertainment Industry,"1.現行AI技術的應用與限制
2.影視與文化產業現在面臨的挑戰
3.深入分析影音內容後，可以進行的各種應用
4.現行AI技術在分析影音內容時所會遇到的挑戰
5.分析、精確掌握影音內容後，可進行的應用，如：影音內容關連廣告、影音內容推薦。",陳彥呈/創意引晴Viscovery 研發副總裁,40,上架,2017/11/21,2030/12/31,無,初級,40,4529,70,42
資訊科技學院,十、新知分享,10001221,人工智慧：台灣的產業機會,"1.什麼是人工智慧
2.國際人工智慧發展
3.我國人工智慧發展狀況",余孝先/資訊工業策進會副執行長,60,上架,2018/2/1,2030/12/31,無,初級,563,6537,543,329
資訊科技學院,十、新知分享,10001247,金融科技-數位淘金新革命,"金管會-鄭貞茂副主任委員
台灣聯合金融-林滄億執行長
鉅資科技-翁禮祺總經理",金管會、台灣聯合、鉅資科技,40,上架,2018/8/1,2030/12/31,無,初級,282,2359,313,176
資訊科技學院,十、新知分享,10001248,一、數位化思維-前言與介紹,"●數位化思維有三個層次
１。最基本的數位化思維是程式思維、計算機思維，有時候會叫他演算法思維，計算機思維要我們思考的是，我們怎麼把這樣一個做事情的方式，變成一隻程式一個演算法，至少要變成一個標準作業程序
２。數位化思維的第二個層次，叫做資訊思維，資訊思維的意思是當我們看到真實世界的時候，我們會用資料的角度去理解這件事情所代表的涵義
３。數位思維的最後一個層次，也是他最高的一個層次叫做管理思維，管理其實是一種目標導向的行為，管理者就是在公司裡負責做出正確的決策，而且他必須要對最後的結果負責的人",中原大學資訊管理系-劉士豪教授,24,上架,2018/9/4,2030/12/31,無,初級,310,2924,357,171
資訊科技學院,十、新知分享,10001249,一、數位化思維-鍊金術,能夠正確的理解這五個基本概念，其實就是你理解數位化或者是數據化的基本煉金技術，我們說數位化、數據化其實就是把我們原本人類做的很好的事情交給機器交給一台電腦來幫我們做，而且要做的更快，更好。,中原大學資訊管理系-劉士豪教授,21,上架,2018/9/19,2030/12/31,無,初級,259,2328,302,181
資訊科技學院,十、新知分享,10001250,一、數位化思維-管理者的資訊世界觀,"●決策需要資訊得直接到真實世界去收集，其實是一個很爛的取得【正確資訊】的方法
●資訊系統的核心，其實是一個【真實世界的模型】，這個模型要能夠及時的跟真實世界保持同步
●一家公司是否在每一個功\能面都建立了可以提供決策者【正確資訊】的資訊系統，能夠在【正確的時間、正確的地點、用正確的格式，把正確的資料，交給要做出決策的那個個體】，就是一個高度數位化的組織跟一個傻瓜蛋型的傳統組織之間，真正的差異所在",中原大學資訊管理系-劉士豪教授,23,上架,2018/9/26,2030/12/31,無,初級,215,1643,259,154
資訊科技學院,十、新知分享,10001251,一、數位化思維-資訊系統萬事通,"●【模型】就是站在使用者的觀點，只把他們所需要知道的資料，才放進這個模型裡面來
●建立模型其實是只保留決策者們需要的，對那些他們不需要的資料就通通扔光光，這樣的一個抽象化的過程。",中原大學資訊管理系-劉士豪教授,28,上架,2018/10/3,2030/12/31,無,初級,193,816,215,120
資訊科技學院,十、新知分享,10001252,二、我們身邊的資訊系統-前言與介紹,這五種資訊系統就像是鋒利的寶刀，用得好會讓你揚名立萬，用錯地方，被它們割斷自己的手腳甚至脖子的企業。,中原大學資訊管理系-劉士豪教授,18,上架,2018/10/10,2030/12/31,無,初級,165,1587,194,39
資訊科技學院,十、新知分享,10001253,二、我們身邊的資訊系統-企業資源規劃系統ERP,"●ERP的定義就是【一個以財務為導向的資訊系統，用來確認和規畫為了接受、製造、運送和結算客戶訂單所需的整個企業的資源】
●【資料整合】的意思是說，ERP裡面的真實世界模型，不再只是一個部門裡的部分業務，例如庫存管理，就只是倉庫裡存貨數量的模型而已，ERP他的模型涵蓋\了整個企業的主營運流程",中原大學資訊管理系-劉士豪教授,27,上架,2018/10/17,2030/12/31,無,初級,203,1668,227,123
資訊科技學院,十、新知分享,10001254,二、我們身邊的資訊系統-顧客關係管理系統CRM,"CRM建置須知
●透過顧客關係管理的建立，我們可以把很多以前只存在在我們的王牌業務人員腦袋裡的這個銷售方式跟模式，把它普及到每一個業務員，讓他們也可以來做一樣的事情
●在顧客關係管理裡面，顧客要甚麼，那就是甚麼，所以通常這個時候，我們會大量的使用非結構化資料處理的技術像文字探勘啊或者是一些大數據處理影像、聲音的技術來想辦法讓我們CRM的資料模型在結構上可以更有彈性，可以隨時記錄下真實世界裡面的那些形形色色、亂七八糟發生的所有事情
●確切的掌握我們跟顧客的關係，其實還可以讓我們創造出很多新的、過去沒有想到的服務
●CRM可以讓我們跟好顧客綁得更緊，把壞顧客推得遠遠的，最好是推給競爭對手，讓它去害死對方。",中原大學資訊管理系-劉士豪教授,22,上架,2018/10/24,2030/12/31,無,初級,184,1454,213,115
資訊科技學院,十、新知分享,10001255,二、我們身邊的資訊系統-供應鏈管理系統SCM,"●供應鏈就是當我們需要某一樣東西的時候，供應鏈要想辦法在正確的時間、正確的地點把那個東西搬到他需要被用到的地方去。
→我們最喜歡的供應鏈，就是沒有供應鏈，最好這些東西能夠不花我們一毛錢，直接就出現在我們需要他的地方
→消除、簡化、優化供應鏈可是很大的競爭優勢的來源",中原大學資訊管理系-劉士豪教授,23,上架,2018/10/31,2030/12/31,無,初級,139,424,167,102
資訊科技學院,十、新知分享,10001256,二、我們身邊的資訊系統-製造執行系統MES,●我們講的製造是【工業化的製造】，他強調的是大量的生產，創造最高的效率，才能把原本昂貴的東西用最高的品質、最低的成本製造出來,中原大學資訊管理系-劉士豪教授,28,上架,2018/11/7,2030/12/31,無,初級,126,375,126,68
資訊科技學院,十、新知分享,10001257,二、我們身邊的資訊系統-企業智慧系統BI,"●企業智慧系統是企業裡面負責做雙圈學習的平台
●建置BI的挑戰
●企業智慧系統的使用者是誰？理論上，當然是高階跟各級的主管，我們通常仰賴專業的數據工程師來幫助他們
●企業智慧系統的核心是一群一堆資料倉儲或者是資料市集",中原大學資訊管理系-劉士豪教授,22,上架,2018/11/14,2030/12/31,無,初級,98,341,94,51
資訊科技學院,十、新知分享,10001258,三、資訊科技的革命-前言與介紹,"●你該問的是【科技想要什麼】
●我們要介紹五種創新的資訊科技
→大數據Big Data、物聯網Internet of Things、雲端服務Cloud Services、人工智慧Artificial Intelligence、網實整合系統Cyber-Physical Systems
→這五樣科技聯手，將會在未來，對我們人類造成一場全新的社會革命
→你要學習這些科技跟科技之間彼此之間會產生的那些連結是什麼
→其次是學習它們跟我們既有的數位企業架構之間的關係以及他們對現有的數位企業架構會產生的衝擊
→其實，Google Maps取代GPS行車導航系統的故事，正好用來完美的解釋這些數位資訊科技是如何的顛覆了產業的遊戲規則，讓我們的生活隨之改變，變得更美好的",中原大學資訊管理系-劉士豪教授,22,上架,2018/11/21,2030/12/31,無,初級,93,283,77,37
資訊科技學院,十、新知分享,10001259,三、資訊科技的革命-大數據 Big Data,"●大數據就是我們現在可以有效地解決資料超載的問題，有能力對龐大的、多元、即時性的資料進行處理，可以針對同一件事，利用所收集到的不同的資料來源進行綜合整理分析，然後得到我們想要知道的事情
●大數據早就有了，只是我們過去一直沒有充分的去發揮它的潛力
●如果沒有【資訊收集】、【管理者決策習慣】【只想我們現在的問題】【跨組織無法分享數據】這些限制。我們的企業，還有極大的潛力，還沒有被釋放出來
●未來我們更常看到的，即將是以大數據這個技術為基礎的，所謂數據驅動的成長策略",中原大學資訊管理系-劉士豪教授,26,上架,2018/11/28,2030/12/31,無,初級,64,236,39,16
資訊科技學院,十、新知分享,10001260,三、資訊科技的革命-物聯網 Internet of Things,"●UBike跟我們一般腳踏車在本質上的差異。兩個當然都是腳踏車，但是一個是一個物，單純的腳踏車而已，而UBike卻是一台【智慧裝置】
●你看到現代的貨櫃運輸產業，它的底層，就是一個不折不扣的物聯網
●互聯網裡面的【物】是所謂的智慧裝置，智慧裝置的四個層次
●數位化企業要怎麼樣能夠因應物聯網所帶來的機會
●沒有好的戶政，需要你流血流汗建立的戶政系統，貿然把智慧裝置擺\進你的企業裡面，他幫你找的麻煩，會遠遠的比他幫你解決的問題，還要多得多",中原大學資訊管理系-劉士豪教授,23,上架,2018/12/5,2030/12/31,無,初級,33,101,1,0
